,playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position
106,Antonio Davis\davisan01,1989-90,UTEP,WAC,32,32,31.0,3.7,7.2,.520,3.7,7.1,.522,0.0,0.0,.000,3.3,5.2,.642,,,7.5,0.7,0.5,1.1,1.7,2.8,10.8,,4.53,4,206,97,Forward
107,Mustafa Shakur\shakumu01,2006-07,Arizona,Pac-10,31,31,34.8,3.8,8.3,.455,2.9,5.7,.514,0.8,2.6,.325,3.5,4.4,.788,0.6,3.5,4.0,6.9,1.5,0.2,3.7,2.3,11.9,,10.76,4,190,86,Guard
108,Jerome Williams\willije01,1995-96,Georgetown,Big East,37,37,27.5,4.0,6.8,.588,3.9,6.6,.601,0.0,0.2,.143,2.3,3.6,.639,,,8.8,1.4,1.9,0.4,1.9,1.8,10.3,,9.83,2,206,93,Forward
109,Jason Kidd*\kiddja01,1993-94,California,Pac-10,30,,35.1,5.5,11.7,.472,3.8,7.0,.545,1.7,4.7,.362,3.9,5.6,.692,,,6.9,9.1,3.1,0.3,4.3,2.6,16.7,,7.14,2,193,92,Guard
110,Tim Quarterman\quartti01,2015-16,LSU,SEC,33,27,28.8,3.6,8.6,.415,2.1,4.4,.486,1.5,4.2,.343,2.5,4.0,.632,1.6,3.1,4.6,3.6,1.0,0.4,1.6,2.4,11.2,,7.00,3,198,84,Guard
111,Jarnell Stokes\stokeja01,2013-14,Tennessee,SEC,37,37,32.4,5.4,10.1,.531,5.4,10.1,.531,0.0,0.0,,4.3,6.2,.696,4.2,6.4,10.6,2.0,0.7,0.9,2.1,2.0,15.1,,7.84,3,203,117,Forward
112,Marcus Banks\banksma01,2002-03,UNLV,MWC,32,32,36.1,7.0,13.6,.514,5.7,9.8,.583,1.3,3.8,.336,5.1,6.7,.757,0.6,2.8,3.3,5.5,2.8,0.1,3.9,2.7,20.3,,4.67,2,188,90,Guard
113,Lance Thomas\thomala01,2009-10,Duke,ACC,40,39,25.3,1.7,3.9,.439,1.7,3.9,.439,0.0,0.0,,1.4,1.9,.743,2.4,2.5,4.9,0.9,0.6,0.2,1.5,3.0,4.8,,9.21,4,206,102,Forward
114,Eric Williams\willier01,1994-95,Providence,Big East,30,,34.7,6.1,14.8,.413,5.2,12.2,.422,1.0,2.6,.372,4.5,6.5,.687,,,6.7,2.5,2.0,0.3,2.6,3.2,17.7,,7.55,2,203,99,Forward
115,David West\westda01,2002-03,Xavier,A-10,32,32,36.5,6.7,13.0,.513,6.4,12.2,.524,0.3,0.8,.346,6.5,8.0,.816,3.1,8.7,11.8,3.2,1.3,1.6,2.7,3.0,20.1,,4.61,4,206,108,Forward
116,Ronny Turiaf\turiaro01,2004-05,Gonzaga,WCC,31,31,31.2,5.1,10.0,.508,5.0,9.7,.513,0.1,0.2,.286,5.7,8.4,.683,2.4,7.1,9.5,1.5,0.4,1.9,2.3,2.7,15.9,,4.37,4,208,112,Forward
117,Lauri Markkanen\markkla01,2016-17,Arizona,Pac-12,37,37,30.8,5.0,10.2,.492,3.1,5.8,.545,1.9,4.4,.423,3.7,4.4,.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2.0,15.6,,7.63,1,213,104,Forward
118,DeAndre Liggins\liggide01,2010-11,Kentucky,SEC,38,28,31.6,2.9,6.9,.424,2.0,4.5,.442,0.9,2.4,.391,1.8,2.8,.648,0.6,3.4,4.0,2.5,1.2,0.7,1.4,2.5,8.6,,8.91,3,198,95,Guard
119,Randy Holcomb\holcora01,,Fresno State,,32,,13.1,2.0,4.0,.492,1.7,3.4,.505,0.3,0.6,.421,0.9,1.7,.566,,,2.9,0.6,0.5,0.5,,1.0,5.1,,,5,206,102,Forward
120,Greivis Vasquez\vasqugr01,2009-10,Maryland,ACC,33,32,33.9,6.7,15.5,.429,4.6,9.7,.470,2.1,5.8,.359,4.2,4.9,.857,1.2,3.5,4.6,6.3,1.7,0.4,3.4,2.1,19.6,,7.95,4,198,90,Guard
121,Rashad McCants\mccanra01,2004-05,UNC,ACC,33,30,25.9,5.5,11.3,.489,3.4,6.2,.544,2.2,5.1,.423,2.8,3.8,.722,0.8,2.2,3.0,2.7,1.3,0.7,1.9,2.4,16.0,,10.66,3,193,93,Guard
122,Tamar Slay\slayta01,2001-02,Marshall,MAC,30,30,34.4,6.5,14.6,.446,3.9,8.3,.468,2.7,6.4,.419,3.2,4.3,.731,1.3,4.1,5.4,2.4,1.6,0.5,3.0,2.7,18.9,,1.22,4,203,97,Guard
123,Jeff Teague\teaguje01,2008-09,Wake Forest,ACC,31,31,32.0,5.8,12.0,.485,4.4,8.7,.502,1.5,3.3,.441,5.8,7.1,.817,0.5,2.8,3.3,3.5,1.9,0.6,3.4,2.2,18.8,,7.36,2,188,81,Guard
124,Damion James\jamesda01,2009-10,Texas,Big 12,34,34,30.3,6.2,12.3,.501,5.1,9.6,.535,1.1,2.8,.383,4.6,6.8,.674,3.1,7.1,10.3,1.0,1.7,1.2,2.0,2.9,18.0,,7.38,4,201,102,Forward
125,Danny Manning\mannida01,1987-88,Kansas,Big 8,38,38,35.2,10.0,17.2,.583,9.8,16.5,.593,0.2,0.7,.346,4.5,6.1,.734,,,9.0,2.0,1.8,1.9,3.0,3.0,24.8,,10.77,4,208,104,Forward
126,Brandon Armstrong\armstbr01,2000-01,Pepperdine,WCC,31,30,33.1,7.7,17.3,.447,5.3,10.9,.484,2.5,6.4,.384,4.1,5.0,.826,1.2,2.1,3.3,1.5,1.5,0.2,2.1,2.7,22.1,,1.77,2,196,85,Guard
127,Jared Dudley\dudleja01,2006-07,Boston College,ACC,30,30,38.4,6.5,11.6,.562,5.2,8.6,.602,1.3,2.9,.443,4.7,6.4,.743,3.0,5.2,8.3,3.0,1.4,0.3,2.6,2.2,19.0,,9.21,4,201,102,Forward
128,Richie Frahm\frahmri01,1999-00,Gonzaga,WCC,35,,33.3,5.5,11.8,.469,3.0,5.4,.547,2.6,6.4,.402,3.3,4.2,.788,,,4.4,2.5,0.9,0.2,1.8,1.3,16.9,,4.64,4,196,95,Guard
129,Wesley Iwundu\iwundwe01,2016-17,Kansas State,Big 12,35,35,31.4,4.3,9.0,.481,3.4,6.5,.520,0.9,2.4,.376,3.5,4.5,.767,1.0,5.3,6.3,3.5,1.0,0.3,2.3,1.8,13.0,,10.48,4,201,92,Forward
130,Tyrone Nesby\nesbyty01,1997-98,UNLV,WAC,33,,,5.7,14.7,.385,4.1,10.0,.409,1.6,4.7,.333,2.9,4.1,.709,,,5.6,1.2,1.3,0.4,,,15.8,,5.31,2,198,102,Forward
131,Tyreke Evans\evansty01,2008-09,Memphis,CUSA,37,35,29.0,6.2,13.6,.455,5.3,10.3,.514,0.9,3.4,.274,3.7,5.2,.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,,4.63,1,198,99,Guard
132,Kasib Powell\powelka01,2002-03,Texas Tech,Big 12,35,35,35.7,5.8,11.7,.496,5.7,11.3,.509,0.1,0.4,.143,3.3,5.5,.603,1.9,4.1,6.1,4.3,0.9,0.4,1.6,2.3,15.0,,8.29,2,201,97,Forward
133,Rodney Buford\buforro01,1998-99,Creighton,MVC,31,,32.6,6.6,14.2,.469,4.9,10.1,.481,1.8,4.0,.440,3.5,4.3,.820,,,7.2,2.2,1.9,0.3,2.3,1.8,18.6,,4.86,4,196,85,Forward
134,Donyell Marshall\marshdo01,1993-94,UConn,Big East,34,34,34.0,9.0,17.6,.512,7.8,13.8,.568,1.2,3.9,.311,5.9,7.8,.752,,,8.9,1.6,1.3,3.3,2.9,2.1,25.1,,6.31,3,206,98,Forward
135,Omari Spellman\spellom01,2017-18,Villanova,Big East,40,39,28.1,4.0,8.4,.476,2.4,4.7,.511,1.6,3.8,.433,1.2,1.8,.700,2.3,5.8,8.0,0.8,0.7,1.5,1.0,2.3,10.9,,10.24,1,206,117,Forward
136,Derrick Dial\dialde01,1997-98,Eastern Michigan,MAC,29,,,7.7,15.8,.484,4.9,9.0,.548,2.7,6.8,.399,2.9,3.7,.785,,,6.7,2.3,1.3,0.9,,,20.9,,2.67,4,193,83,Guard
137,Spencer Hawes\hawessp01,2006-07,Washington,Pac-10,31,24,28.9,6.2,11.7,.532,6.2,11.6,.533,0.0,0.1,.333,2.4,3.2,.755,2.0,4.4,6.4,1.9,0.5,1.7,2.5,2.3,14.9,,6.50,1,213,111,Center
138,Jahlil Okafor\okafoja01,2014-15,Duke,ACC,38,38,30.1,7.3,11.1,.664,7.3,11.1,.664,0.0,0.0,,2.6,5.1,.510,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,,9.87,1,211,122,Center
139,Chris Owens\owensch01,,Tulane,,28,,,2.0,5.2,.384,1.8,4.5,.402,0.2,0.7,.263,1.9,3.8,.514,,,5.0,1.2,0.9,1.1,,,6.1,,,6,201,111,Forward
140,Lonzo Ball\balllo01,2016-17,UCLA,Pac-12,36,36,35.1,5.3,9.5,.551,3.0,4.1,.732,2.2,5.4,.412,1.8,2.7,.673,0.9,5.1,6.0,7.6,1.8,0.8,2.5,1.8,14.6,,6.39,1,198,86,Guard
141,Erick Barkley\barkler01,1999-00,St. John's (NY),Big East,28,,36.9,5.7,14.3,.398,3.9,8.6,.454,1.8,5.7,.313,2.9,4.4,.664,,,3.0,4.5,3.0,0.3,2.4,2.3,16.0,,6.96,2,185,80,Guard
142,Langston Galloway\gallola01,2013-14,St. Joseph's,A-10,34,34,36.2,5.6,12.6,.444,2.4,5.4,.446,3.2,7.2,.443,3.4,4.1,.826,0.8,3.4,4.3,1.6,1.1,0.5,0.8,2.4,17.7,,5.08,4,188,91,Guard
143,Jerrelle Benimon\benimje01,,Georgetown,,61,0,11.1,0.5,1.1,.429,0.5,0.9,.528,0.0,0.3,.118,0.4,0.6,.647,0.7,1.2,1.9,0.4,0.2,0.4,0.8,1.7,1.4,,,6,203,111,Forward
144,Austin Croshere\croshau01,1996-97,Providence,Big East,36,,33.1,5.6,12.2,.455,3.9,7.4,.525,1.7,4.9,.349,5.1,5.7,.888,,,7.5,1.5,1.1,0.7,2.6,2.6,17.9,,8.32,4,206,106,Center
145,Toney Douglas\douglto01,,Auburn,,31,31,35.6,5.8,13.6,.424,3.8,8.3,.457,2.0,5.4,.373,3.4,4.3,.789,0.8,4.5,5.3,1.8,1.4,0.1,2.5,2.5,16.9,,,6,185,92,Guard
146,Luke Ridnour\ridnolu01,2002-03,Oregon,Pac-10,33,33,35.4,6.2,14.2,.432,3.7,7.8,.473,2.5,6.4,.382,4.9,5.6,.880,0.6,2.8,3.4,6.6,1.9,0.1,3.9,2.3,19.7,,6.11,3,188,79,Guard
147,Cory Jefferson\jeffeco01,2013-14,Baylor,Big 12,38,38,29.0,4.8,9.7,.500,4.5,8.7,.515,0.4,1.0,.368,3.6,5.6,.640,2.8,5.4,8.2,1.0,0.4,1.3,1.3,2.2,13.7,,10.11,4,206,99,Forward
148,Derrick Zimmerman\zimmede01,2002-03,Mississippi State,SEC,31,31,33.0,3.2,6.7,.476,2.7,5.0,.538,0.5,1.7,.288,2.0,3.1,.649,0.8,3.4,4.2,5.5,1.9,0.8,3.4,2.1,8.9,,8.00,4,190,88,Guard
149,Stanley Johnson\johnsst04,2014-15,Arizona,Pac-12,38,37,28.4,4.6,10.3,.446,3.4,7.2,.478,1.1,3.1,.371,3.5,4.7,.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,,7.41,1,198,102,Forward
150,Al Thornton\thornal01,2006-07,Florida State,ACC,35,35,31.2,7.0,13.1,.530,5.9,10.8,.549,1.0,2.3,.444,4.7,6.0,.790,3.0,4.1,7.2,0.7,1.5,1.1,2.5,2.7,19.7,,8.63,4,203,99,Guard
151,DerMarr Johnson\johnsde03,1999-00,Cincinnati,CUSA,32,,27.5,4.4,9.2,.478,2.8,4.8,.575,1.6,4.4,.371,2.2,3.0,.737,,,3.8,1.4,1.0,0.9,1.4,2.0,12.6,,8.50,1,206,91,Guard
152,Anthony Peeler\peelean01,1991-92,Missouri,Big 8,29,,35.4,7.5,16.4,.459,5.6,11.8,.475,1.9,4.6,.417,6.4,8.0,.806,,,5.5,3.9,2.1,0.3,3.5,2.5,23.4,,9.69,4,193,94,Guard
153,Tito Maddox\maddoti01,2000-01,Fresno State,WAC,25,24,32.3,4.4,11.2,.391,3.6,8.4,.427,0.8,2.8,.286,3.9,5.5,.703,1.2,4.5,5.8,8.0,1.6,0.2,5.2,2.7,13.5,,5.14,1,193,86,Guard
154,Larry Johnson\johnsla02,1990-91,UNLV,Big West,35,,31.8,8.8,13.3,.662,8.3,11.9,.698,0.5,1.4,.354,4.6,5.7,.818,,,10.9,3.0,2.1,1.0,2.2,2.3,22.7,,4.34,2,198,113,Forward
155,Arron Afflalo\afflaar01,2006-07,UCLA,Pac-10,36,36,32.9,5.8,12.7,.461,3.4,6.2,.549,2.4,6.4,.375,2.8,3.5,.802,0.4,2.3,2.8,1.9,0.6,0.2,1.8,1.8,16.9,,9.84,3,196,97,Guard
156,Trey Thompkins\thomptr02,2010-11,Georgia,SEC,30,29,31.2,6.5,13.4,.481,5.7,11.0,.520,0.8,2.5,.311,2.7,4.0,.689,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,,6.13,3,208,111,Forward
157,Chimezie Metu\metuch01,2017-18,USC,Pac-12,34,33,31.0,6.0,11.5,.523,5.7,10.4,.548,0.4,1.2,.300,3.3,4.5,.730,1.9,5.6,7.4,1.6,0.8,1.7,2.0,2.6,15.7,,6.29,3,211,97,Forward
158,Hiram Fuller\fullehi01,2002-03,Fresno State,WAC,28,13,23.8,3.5,6.3,.548,3.5,6.3,.551,0.0,0.0,.000,3.1,4.4,.707,2.8,4.6,7.4,0.5,0.9,1.2,2.4,3.3,10.0,,0.43,2,206,108,Forward
159,Chris Mihm\mihmch01,1999-00,Texas,Big 12,33,,30.7,6.2,11.9,.523,6.0,11.5,.525,0.2,0.5,.467,5.0,7.0,.707,,,10.5,0.7,0.3,2.7,2.5,2.7,17.7,,9.61,3,213,120,Center
160,Jason Collins\collija04,2000-01,Stanford,Pac-10,34,34,26.3,4.9,8.0,.620,4.6,7.2,.637,0.4,0.8,.462,4.3,5.4,.784,2.7,5.1,7.8,1.5,0.8,1.3,1.6,2.3,14.5,,9.86,4,213,115,Center
161,Perry Jones\jonespe01,2011-12,Baylor,Big 12,33,33,30.7,5.5,11.0,.500,5.2,10.0,.520,0.3,1.0,.303,2.2,3.1,.696,2.7,4.9,7.6,1.3,0.8,0.6,1.7,2.3,13.5,,8.03,2,211,106,Forward
162,James Anderson\anderja01,2010-11,BYU,MWC,31,1,7.7,0.5,1.4,.326,0.5,1.4,.326,0.0,0.0,,0.2,0.8,.269,0.5,0.8,1.3,0.2,0.2,0.6,0.2,1.8,1.1,,5.76,3,208,108,Forward
163,T.J. McConnell\mccontj01,,Duquesne,,63,61,32.4,4.2,8.4,.504,3.0,5.5,.551,1.2,2.9,.416,1.4,1.8,.757,0.8,3.3,4.1,4.9,2.8,0.2,2.2,1.7,11.1,,,6,185,88,Guard
164,Lamar Patterson\pattela01,2013-14,Pitt,ACC,36,36,32.6,5.6,12.7,.441,3.4,7.0,.484,2.2,5.7,.388,3.7,4.9,.754,1.0,3.9,4.9,4.3,1.4,0.3,2.6,2.0,17.1,,7.54,5,196,102,Guard
165,A.J. Hammons\hammoaj01,2015-16,Purdue,Big Ten,33,20,24.6,6.0,10.2,.592,5.8,9.8,.594,0.2,0.3,.545,2.7,3.8,.709,2.3,5.8,8.2,1.1,0.3,2.5,2.0,2.4,15.0,,7.46,4,213,118,Center
166,Shammond Williams\willish01,1997-98,UNC,ACC,38,,,5.5,11.3,.488,3.2,5.6,.577,2.3,5.7,.400,3.5,3.8,.911,,,3.2,4.2,1.0,0.1,,,16.8,,10.38,4,185,91,Guard
167,Anthony Roberson\roberan02,2004-05,Florida,SEC,30,32,31.7,6.4,14.1,.456,3.3,6.0,.547,3.1,8.1,.388,2.7,3.0,.900,0.4,1.7,2.2,2.6,0.7,0.1,1.9,1.7,18.7,,7.12,3,188,81,Guard
168,Ed Davis\davised01,2009-10,UNC,ACC,23,23,27.9,4.8,8.3,.578,4.8,8.3,.578,0.0,0.0,,3.8,5.7,.659,2.9,6.7,9.6,1.0,0.4,2.8,2.0,1.8,13.4,,9.83,2,208,102,Forward
169,Jerry Smith\smithje01,2009-10,Louisville,Big East,31,30,24.1,2.7,6.9,.393,1.6,3.1,.526,1.1,3.8,.282,1.8,2.5,.709,1.0,2.2,3.2,1.9,1.4,0.3,1.6,1.8,8.3,,7.99,4,190,86,Guard
170,Trenton Hassell\hassetr01,2000-01,Austin Peay,OVC,32,32,37.9,7.7,15.8,.485,6.0,11.6,.520,1.7,4.3,.390,4.6,5.8,.796,2.6,5.2,7.8,4.5,1.2,0.5,3.8,2.1,21.7,,-3.26,3,196,90,Forward
171,Tarence Kinsey\kinseta01,2005-06,South Carolina,SEC,38,37,34.8,5.5,12.1,.453,3.6,7.2,.507,1.9,5.0,.376,3.0,3.5,.843,1.4,3.2,4.6,2.3,1.6,0.3,2.1,2.2,15.8,,8.14,4,198,83,Guard
172,Speedy Claxton\claxtsp01,1999-00,Hofstra,AEC,31,,35.1,8.2,17.4,.470,6.5,13.0,.500,1.6,4.3,.381,4.8,6.3,.764,,,5.4,6.0,3.3,0.2,3.3,2.3,22.8,,-6.03,4,180,75,Guard
173,Andy Rautins\rautian01,2009-10,Syracuse,Big East,35,35,32.5,3.7,8.5,.438,0.9,1.6,.571,2.8,6.9,.407,1.9,2.3,.815,0.5,2.9,3.4,4.9,2.0,0.2,2.8,2.2,12.1,,7.21,4,196,88,Guard
174,Nolan Smith\smithno01,2010-11,Duke,ACC,37,37,34.0,7.0,15.4,.458,5.5,10.9,.501,1.5,4.4,.350,5.1,6.2,.813,1.2,3.3,4.5,5.1,1.2,0.1,3.2,1.9,20.6,,8.31,4,188,83,Guard
175,David Wear\wearda01,,UNC,,27,2,10.4,1.1,2.6,.437,0.9,2.0,.418,0.3,0.6,.500,0.3,0.6,.563,0.6,1.0,1.7,0.4,0.3,0.1,0.7,0.7,2.9,,,6,208,104,Forward
176,Andre Barrett\barrean01,2003-04,Seton Hall,Big East,31,31,36.1,6.0,13.3,.455,3.7,7.1,.516,2.4,6.1,.384,2.9,3.8,.761,0.9,3.0,3.9,5.9,1.4,0.1,2.6,2.0,17.3,,7.78,4,178,78,Guard
177,Marcus Fizer\fizerma01,1999-00,Iowa State,Big 12,37,37,33.6,8.8,15.2,.582,8.4,14.1,.600,0.4,1.1,.357,4.7,6.5,.732,,,7.7,1.1,0.8,1.1,2.1,2.8,22.8,,7.14,3,206,118,Forward
178,Malik Hairston\hairsma01,2007-08,Oregon,Pac-10,31,31,31.5,5.7,10.8,.525,4.0,6.9,.577,1.7,3.9,.433,3.3,4.5,.732,1.5,3.4,4.8,2.1,0.6,0.8,1.8,2.9,16.3,,7.65,4,198,99,Guard
179,David Vanterpool\vanteda01,1994-95,St. Bonaventure,A-10,31,,33.1,5.7,12.8,.444,4.0,7.8,.508,1.7,5.0,.344,4.4,5.9,.753,,,5.5,3.0,2.4,0.2,2.9,2.7,17.5,,4.76,4,196,90,Guard
180,Chris Johnson\johnsch03,2011-12,Dayton,A-10,32,32,29.7,4.1,8.8,.465,1.9,3.4,.574,2.2,5.4,.397,2.1,2.5,.848,2.5,3.9,6.4,1.3,0.7,0.6,1.6,2.3,12.4,,4.30,4,198,97,Forward
181,Royal Ivey\iveyro01,2003-04,Texas,Big 12,33,33,29.7,3.4,7.5,.448,3.0,6.6,.456,0.4,0.9,.387,2.3,3.7,.626,1.3,2.8,4.0,4.3,1.2,0.2,1.5,2.5,9.4,,8.40,4,190,90,Guard
182,Shawn Bradley\bradlsh01,1990-91,BYU,WAC,34,34,28.9,5.5,10.6,.518,5.5,10.6,.517,0.0,0.0,1.000,3.8,5.4,.692,,,7.7,1.2,0.7,5.2,2.3,3.2,14.8,,5.36,1,229,106,Center
183,Tony Bradley\bradlto01,2016-17,UNC,ACC,38,0,14.6,2.7,4.7,.573,2.7,4.7,.573,0.0,0.0,,1.7,2.8,.619,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1,,11.76,1,208,108,Forward
184,Anfernee Hardaway\hardaan01,1992-93,Memphis,GMWC,32,,37.4,7.8,16.3,.477,5.5,9.4,.583,2.3,6.9,.332,4.9,6.4,.767,,,8.5,6.4,2.4,1.2,3.4,2.7,22.8,,8.73,2,201,88,Guard
185,Jalen Brunson\brunsja01,2017-18,Villanova,Big East,40,40,31.8,6.8,13.0,.521,4.6,7.7,.599,2.2,5.3,.408,3.3,4.1,.802,0.3,2.8,3.1,4.6,0.9,0.0,1.8,2.0,18.9,,10.24,3,190,90,Guard
186,Victor Alexander\alexavi01,1990-91,Iowa State,Big 8,31,29,32.9,9.5,14.4,.659,9.5,14.4,.659,0.0,0.0,,4.4,6.5,.677,,,9.0,1.2,1.1,1.6,2.7,2.5,23.4,,13.62,4,206,120,Center
187,Danny Green\greenda02,2008-09,UNC,ACC,38,38,27.4,4.8,10.3,.471,2.8,5.4,.517,2.0,4.8,.418,1.4,1.6,.852,1.8,2.8,4.7,2.7,1.8,1.3,1.7,2.2,13.1,,8.35,4,196,95,Forward
188,Gerard King\kingge02,1994-95,Nicholls State,Southland,28,,30.7,8.5,15.1,.563,8.5,15.1,.562,0.0,0.0,1.000,4.6,6.5,.703,,,7.8,1.1,1.6,1.5,1.9,3.4,21.6,,-5.18,4,206,104,Forward
189,Jarrod Uthoff\uthofja01,2015-16,Iowa,Big Ten,33,33,30.8,6.6,14.8,.448,4.6,9.5,.484,2.0,5.2,.382,3.7,4.5,.813,1.5,4.9,6.3,1.1,1.0,2.6,1.2,1.5,18.9,,8.71,3,206,95,Forward
190,Vernon Macklin\macklve01,,Georgetown,,65,0,11.4,1.4,2.2,.652,1.4,2.2,.657,0.0,0.0,.000,0.3,1.1,.310,0.8,1.0,1.8,0.6,0.1,0.4,0.6,1.4,3.2,,,6,206,111,Forward
191,Norman Powell\powelno01,2014-15,UCLA,Pac-12,36,36,34.6,5.9,13.0,.456,4.9,9.7,.503,1.1,3.3,.319,3.5,4.7,.751,0.6,4.1,4.7,2.1,1.8,0.4,2.2,2.5,16.4,,8.27,4,193,97,Guard
192,Casper Ware\wareca01,2011-12,Long Beach State,Big West,34,33,33.7,5.6,13.9,.401,2.8,6.1,.459,2.8,7.8,.356,3.5,4.4,.793,0.4,2.0,2.4,3.4,1.4,0.1,2.4,1.9,17.4,,0.87,4,178,79,Guard
193,Mikal Bridges\bridgmi01,2017-18,Villanova,Big East,40,40,32.1,6.1,11.9,.514,3.5,5.9,.593,2.6,6.0,.435,2.9,3.4,.851,1.4,4.0,5.3,1.9,1.5,1.1,1.4,2.2,17.7,,10.24,3,201,86,Guard-Forward
194,Etan Thomas\thomaet01,1999-00,Syracuse,Big East,29,,32.4,5.1,8.5,.602,5.1,8.5,.602,0.0,0.0,,3.4,5.0,.678,,,9.3,0.6,0.8,3.7,2.0,3.2,13.6,,6.20,4,206,116,Center
195,Bradley Beal\bealbr01,2011-12,Florida,SEC,37,37,34.2,4.7,10.6,.445,3.0,5.6,.541,1.7,5.0,.339,3.6,4.7,.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,,7.33,1,190,93,Guard
196,Malik Rose\rosema01,1995-96,Drexel,NAC,31,,31.4,7.1,11.9,.595,6.8,11.2,.611,0.2,0.7,.333,5.9,8.2,.714,,,13.2,1.7,1.1,1.0,2.8,2.7,20.2,,-5.06,4,201,113,Center
197,Brevin Knight\knighbr01,1996-97,Stanford,Pac-10,30,,32.0,4.6,11.4,.408,3.1,7.7,.407,1.5,3.7,.409,5.5,6.6,.834,,,3.7,7.8,2.8,0.1,3.4,2.8,16.3,,9.05,4,178,78,Guard
198,Mark Strickland\stricma01,1991-92,Temple,A-10,30,30,32.9,4.2,8.0,.531,4.2,8.0,.531,0.0,0.0,,1.3,3.0,.429,,,6.0,0.2,1.0,2.4,1.4,2.6,9.8,,8.38,3,206,95,Forward
199,Pape Sow\sowpa01,2003-04,Cal State Fullerton,Big West,28,28,32.2,5.7,11.6,.494,5.4,10.7,.507,0.3,0.9,.333,5.6,8.3,.675,3.1,6.6,9.7,0.9,1.6,0.6,3.0,3.6,17.3,,-0.81,3,208,113,Forward
200,Mamadou N'Diaye\ndiayma02,1999-00,Auburn,SEC,34,,26.6,2.9,5.5,.535,2.9,5.5,.535,0.0,0.0,,3.0,4.6,.665,,,7.9,0.5,0.8,1.9,,,8.9,,8.20,4,213,115,Center
201,MarShon Brooks\brookma01,2010-11,Providence,Big East,32,31,36.5,8.6,17.8,.483,6.5,11.7,.559,2.1,6.2,.340,5.3,6.8,.772,2.3,4.8,7.0,2.5,1.5,1.2,3.1,2.5,24.6,,6.44,4,196,90,Guard
202,Khem Birch\birchkh01,,Pitt,,10,6,15.0,1.6,2.8,.571,1.6,2.8,.571,0.0,0.0,,1.2,2.2,.545,2.1,2.9,5.0,0.0,0.2,1.9,0.7,2.1,4.4,,,5,206,99,Forward
203,Jordan Adams\adamsjo01,2013-14,UCLA,Pac-12,36,36,30.1,5.8,11.9,.485,4.3,7.9,.551,1.4,4.1,.356,4.4,5.3,.836,1.9,3.5,5.3,2.3,2.6,0.1,1.5,2.2,17.4,,7.62,2,196,99,Guard
204,Jaren Jackson\jacksja02,1988-89,Georgetown,Big East,34,34,27.1,4.7,10.5,.451,3.7,7.9,.463,1.1,2.6,.414,1.7,2.6,.656,,,5.2,1.8,1.7,0.3,1.7,1.9,12.3,,10.37,4,193,86,Guard
205,Hassan Adams\adamsha01,2005-06,Arizona,Pac-10,31,30,33.3,7.5,15.8,.478,7.0,13.7,.511,0.5,2.1,.262,1.9,3.1,.611,2.2,2.8,5.0,2.9,2.6,0.5,2.2,1.9,17.5,,10.09,4,193,99,Guard
206,Armon Johnson\johnsar02,2009-10,Nevada,WAC,34,34,34.5,6.4,13.0,.495,5.9,10.9,.544,0.5,2.1,.239,2.4,3.5,.678,0.8,2.6,3.4,5.6,0.8,0.4,3.4,1.8,15.7,,2.56,3,190,88,Guard
207,Sean May\mayse01,2004-05,UNC,ACC,37,36,26.8,6.2,10.9,.567,6.2,10.8,.571,0.0,0.1,.000,5.2,6.8,.758,3.8,6.9,10.7,1.7,1.2,1.0,2.5,2.4,17.5,,10.66,3,206,120,Center
208,Xavier Henry\henryxa01,2009-10,Kansas,Big 12,36,36,27.5,4.5,9.8,.458,2.6,5.3,.492,1.9,4.6,.418,2.5,3.2,.783,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,,8.25,1,198,99,Guard
209,Al-Farouq Aminu\aminual01,2009-10,Wake Forest,ACC,31,30,31.3,5.4,12.1,.447,4.8,9.9,.484,0.6,2.1,.273,4.5,6.4,.698,4.3,6.4,10.7,1.3,1.4,1.4,3.2,2.9,15.8,,8.85,2,206,97,Forward
210,D'Angelo Russell\russeda01,2014-15,Ohio State,Big Ten,35,34,33.9,6.6,14.7,.449,3.9,8.1,.479,2.7,6.6,.411,3.4,4.5,.756,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3,,7.37,1,196,81,Guard
211,Richaun Holmes\holmeri01,2014-15,Bowling Green State,MAC,31,30,28.8,5.3,9.5,.563,4.7,8.1,.588,0.6,1.4,.419,3.5,4.9,.712,2.8,5.2,8.0,0.8,0.7,2.7,1.9,2.5,14.7,,-1.25,3,203,111,Forward
