playerName,Season,School,Conf,position,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,spacer1,SOS,yearsInCollege,heightInCm,weightInKg,transferredSchools
Chris Singleton\singlch01,2010-11,Florida State,ACC,Forward,28,25,29.1,4.4,10.2,0.434,3.2,6.8,0.466,1.3,3.4,0.368,3,4.5,0.667,2.1,4.8,6.8,1.2,2,1.5,2.2,3.2,13.1,,6.45,3,206,99,0
Jackson Vroman\vromaja01,2003-04,Iowa State,Big 12,Forward,32,31,30.7,5.8,10.3,0.564,5.8,10.1,0.573,0,0.2,0.143,2.3,4.4,0.507,3.7,5.9,9.6,2.3,1.4,0.7,3.2,3.5,13.9,,8.06,2,208,99,0
D.J. Kennedy\kennedj01,2010-11,St. John's (NY),Big East,Guard,32,31,28.7,3.3,7.1,0.456,2.6,5.4,0.486,0.6,1.7,0.364,3.3,4.2,0.778,1.4,4.3,5.6,2,1.8,0.5,1.7,2.1,10.4,,10.01,4,196,97,0
Luke Harangody\haranlu01,2009-10,Notre Dame,Big East,Forward,30,25,33,8.1,16.9,0.481,7.3,14.2,0.514,0.8,2.7,0.309,4.7,5.9,0.787,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3,21.8,,6.22,4,203,111,0
Cheick Diallo\diallch01,2015-16,Kansas,Big 12,Forward,27,1,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0,0,,0.6,1,0.556,0.6,1.9,2.5,0,0.3,0.9,0.6,1.4,3,,11.22,1,206,98,0
Eric Bledsoe\bledser01,2009-10,Kentucky,SEC,Guard,37,35,30.3,3.9,8.4,0.462,2.6,5,0.516,1.3,3.5,0.383,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3,2.2,11.3,,6.82,1,185,86,0
Andre Drummond\drumman01,2011-12,UConn,Big East,Center,34,30,28.4,4.6,8.6,0.538,4.6,8.5,0.541,0,0.1,0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10,,8.07,1,208,122,0
Milton Doyle\doylemi01,2016-17,Loyola (IL),MVC,Guard,32,32,32.6,5.3,11.8,0.447,4,8.1,0.488,1.3,3.6,0.353,3.4,4.3,0.797,0.6,4.4,5,4.4,1.7,0.7,2.9,2.4,15.2,,1.02,4,193,83,0
Jordan Farmar\farmajo01,2005-06,UCLA,Pac-10,Guard,37,37,30.4,4.6,11.4,0.41,2.9,6.2,0.472,1.7,5.1,0.333,2.5,3.4,0.717,0.6,2,2.6,5.1,1.1,0.2,3.6,1.7,13.5,,8.27,2,188,81,0
Chris Wright\wrighch01,2010-11,Dayton,A-10,Forward,36,35,28.8,5,10.8,0.459,4.8,10.2,0.473,0.1,0.6,0.227,3.1,5.1,0.6,2.3,6.1,8.4,1.8,0.8,1.4,2.8,2.8,13.2,,3.2,4,203,102,0
Anthony Brown\brownan02,2008-09,Oklahoma State,Big 12,Forward,33,1,13.2,0.9,1.8,0.508,0.9,1.8,0.508,0,0,,0.6,1,0.594,0.8,1.2,2.1,0.3,0.3,0.4,0.4,2,2.4,,7.44,2,198,102,0
Kaniel Dickens\dickeka01,1999-00,Idaho,Big West,Center,29,,27.4,4.1,8.4,0.486,3.6,7.2,0.502,0.4,1.2,0.382,3.5,5.5,0.638,,,6.6,0.9,0.9,0.9,2.2,3.3,12.1,,1.53,2,203,97,0
Andrew Nicholson\nichoan01,2011-12,St. Bonaventure,A-10,Forward,32,32,30.1,6.9,12,0.571,6.2,10.4,0.593,0.7,1.7,0.434,4,5.2,0.776,2.6,5.8,8.4,1,0.7,2,2.5,2.8,18.5,,2.84,4,206,108,0
Isaiah Briscoe\briscis01,2016-17,Kentucky,SEC,Guard,36,36,30.4,4.5,9.6,0.47,4.1,8,0.507,0.5,1.6,0.288,2.6,4.1,0.635,1.5,3.9,5.4,4.2,0.8,0.2,2.5,2.6,12.1,,10.49,2,190,91,0
Ira Bowman\bowmair01,1995-96,Penn,Ivy,Forward,27,,35.2,5.5,12.1,0.454,4.5,9.3,0.48,1,2.8,0.368,4.4,6.1,0.711,,,5,5.3,2.1,0.3,,,16.4,,-4.87,5,196,88,1
Stephen Curry\curryst01,2008-09,Davidson,Southern,Guard,34,34,33.7,9.2,20.2,0.454,5.4,10.3,0.519,3.8,9.9,0.387,6.5,7.4,0.876,0.6,3.8,4.4,5.6,2.5,0.2,3.7,2.4,28.6,,-3.33,3,190,83,0
Darius Songaila\songada01,2001-02,Wake Forest,ACC,Forward,34,34,30.5,6,11.5,0.523,5.8,11,0.529,0.2,0.5,0.375,5.7,6.6,0.854,2.2,5.9,8.1,2.6,1.3,0.8,3.5,3.1,17.9,,10.28,4,206,112,0
Pierre Jackson\jackspi01,2012-13,Baylor,Big 12,Guard,36,35,34.8,6,14.1,0.427,3.6,7.3,0.49,2.4,6.8,0.359,5.3,6.7,0.8,0.7,3.1,3.8,7.1,1.5,0,3.4,2.2,19.8,,7.13,2,178,81,0
Brandon Williams\willibr01,1995-96,Davidson,Southern,Forward,30,,27.8,6.5,13,0.496,4.8,8.9,0.537,1.7,4.1,0.407,3.6,4.6,0.775,,,6,1.2,1.2,1,,,18.2,,-4.9,4,198,97,0
Mike Harris\harrimi01,2004-05,Rice,WAC,Forward,31,31,32.5,7.7,12.7,0.608,7.5,11.8,0.637,0.2,0.9,0.241,4.9,6.1,0.8,3.6,8.1,11.7,1.3,1.3,1.2,2.2,2.6,20.6,,3.07,4,198,108,0
Josh Hart\hartjo01,2016-17,Villanova,Big East,Guard,36,35,33.1,6.6,12.9,0.51,4.5,7.8,0.579,2.1,5.1,0.404,3.5,4.7,0.747,1.4,5,6.4,2.9,1.6,0.3,2,2.3,18.7,,9.28,4,196,92,0
D.J. Wilson\wilsodj01,2016-17,Michigan,Big Ten,Forward,38,36,30.4,4.3,8,0.538,3.2,5.1,0.631,1.1,2.9,0.373,1.3,1.6,0.833,1.5,3.8,5.3,1.3,0.5,1.5,1.1,1.9,11,,10.17,3,206,99,0
Daniel Orton\ortonda01,2009-10,Kentucky,SEC,Forward,38,0,13.2,1.3,2.4,0.527,1.3,2.3,0.539,0,0.1,0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,1,2.3,3.4,,6.82,1,211,115,0
Andre Roberson\roberan03,2012-13,Colorado,Pac-12,Forward,31,30,33.4,4.3,8.9,0.48,3.6,7,0.521,0.6,1.9,0.328,1.7,3.2,0.551,3,8.2,11.2,1.4,2.2,1.3,2.4,2.5,10.9,,7.95,3,201,95,0
Miles Bridges\bridgmi02,2017-18,Michigan State,Big Ten,Guard,34,33,31.4,6.1,13.4,0.457,4.1,7.7,0.527,2.1,5.7,0.364,2.7,3.2,0.853,1.3,5.7,7,2.7,0.6,0.8,2,1.6,17.1,,7.1,2,201,104,0
Tim Frazier\fraziti01,2013-14,Penn State,Big Ten,Guard,34,34,35.2,4.8,11.1,0.43,4.1,8.6,0.471,0.7,2.5,0.291,4.6,5.9,0.785,0.9,3.5,4.4,5.4,1.6,0.2,2.7,2.6,14.9,,7.06,5,185,77,0
Greg Smith\smithgr02,2009-10,Delaware State,MEAC,Forward,29,22,13.8,1.4,3.7,0.38,1.3,3.6,0.359,0.1,0.2,0.8,0.2,0.3,0.75,0.8,1.2,2,0.4,0.3,0.3,0.3,2,3.2,,-7.6,2,201,111,0
Amile Jefferson\jeffeam01,2016-17,Duke,ACC,Forward,35,35,29.7,4.2,6.8,0.613,4.2,6.8,0.613,0,0,,2.6,4.1,0.629,2.4,6,8.4,1.5,0.7,1.9,1.4,2.7,10.9,,10.91,5,206,97,0
Alton Ford\fordal02,2000-01,Houston,CUSA,Center,26,18,25.5,3.7,8.5,0.432,3.3,7.2,0.462,0.3,1.3,0.265,3.1,5.1,0.609,1.6,4.3,5.9,0.7,0.2,0.7,2.5,3.7,10.8,,4.91,1,206,124,0
Omari Johnson\johnsom01,2010-11,Oregon State,Pac-10,Forward,31,26,26.7,2.9,6.3,0.459,2.4,4.2,0.574,0.5,2.2,0.239,0.9,1.7,0.519,1.9,4.4,6.2,1,0.8,0.3,1.5,1.4,7.2,,5.03,4,206,97,0
Ray Allen*\allenra02,1995-96,UConn,Big East,Guard,35,35,31.4,8.3,17.7,0.472,5.1,10.6,0.477,3.3,7.1,0.466,3.4,4.2,0.81,,,6.5,3.3,1.7,0.5,2.3,1.3,23.4,,8.19,3,196,92,0
Luke Jackson\jackslu02,2003-04,Oregon,Pac-10,Guard,31,31,34.6,6.8,13.9,0.488,4.4,8.5,0.519,2.4,5.4,0.44,5.3,6.1,0.862,1.8,5.4,7.2,4.5,1.3,0.2,3,1.7,21.2,,6.91,4,201,97,0
Theo Pinson\pinsoth01,2017-18,UNC,ACC,Forward,37,37,29.7,3.5,7.4,0.473,3.2,6,0.532,0.3,1.4,0.226,2.9,3.6,0.818,1.5,5,6.5,5.1,1.1,0.5,2.4,2.3,10.3,,11.78,4,198,88,0
Glen Rice\ricegl01,1988-89,Michigan,Big Ten,Forward,37,37,34,9.8,17,0.577,7.1,11.8,0.604,2.7,5.2,0.516,3.4,4,0.832,,,6.3,2.3,1.1,0.3,2.2,2,25.6,,12.06,4,201,97,0
Ben Handlogten\handlbe01,1995-96,Western Michigan,MAC,Forward,27,,31.3,5.7,9.5,0.599,5.7,9.5,0.598,0,0,1,4.3,6.4,0.671,,,8.8,1.6,1.4,1.5,3,2.8,15.7,,1.84,4,208,108,0
Richard Hamilton\hamilri01,1998-99,UConn,Big East,Guard,34,,32.1,7.3,16.4,0.443,5.3,10.6,0.496,2,5.8,0.347,5,6,0.833,,,4.8,2.7,1.2,0.3,2.4,1.6,21.5,,8.8,3,198,83,0
Morris Peterson\petermo01,1999-00,Michigan State,Big Ten,Forward,39,,29.1,5.6,12,0.465,3.4,6.9,0.494,2.2,5.1,0.425,3.5,4.5,0.773,,,6,1.3,1.2,0.3,2.2,2,16.8,,9.91,5,201,98,0
Earl Watson\watsoea01,2000-01,UCLA,Pac-10,Guard,32,32,34.8,5.4,10.9,0.493,4.2,7.5,0.556,1.2,3.4,0.352,2.8,4.4,0.636,1.3,2.3,3.7,5.2,1.9,0.3,3.4,3.1,14.7,,12.06,4,185,88,0
Darington Hobson\hobsoda01,2009-10,New Mexico,MWC,Forward,35,35,33.6,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.361,3.7,5.7,0.653,2.1,7.1,9.3,4.6,1.3,0.4,3,1.9,15.9,,3.84,1,201,92,0
Keita Bates-Diop\bateske01,2017-18,Ohio State,Big Ten,Forward,34,34,33.1,7.3,15.1,0.48,5.3,9.7,0.547,1.9,5.4,0.359,3.3,4.1,0.794,1.5,7.2,8.7,1.6,0.9,1.6,1.8,1.7,19.8,,9.03,4,201,86,0
Julyan Stone\stoneju01,2010-11,UTEP,CUSA,Guard,35,35,36.5,2.9,5.8,0.51,2.6,4.3,0.596,0.4,1.5,0.255,2.2,4,0.561,1.2,6.3,7.5,5.3,1.5,0.6,1.9,2.4,8.5,,2.47,4,201,90,0
Willie Green\greenwi01,2002-03,Detroit,Horizon,Guard,30,30,34,8.1,16.6,0.49,6.9,13.3,0.519,1.2,3.3,0.374,5.1,6.3,0.805,1.1,3.9,4.9,2.5,1.3,0.4,2.3,2.4,22.6,,-0.1,4,193,90,0
Donte Greene\greendo01,2007-08,Syracuse,Big East,Forward,35,35,35.8,6.2,14.9,0.418,3.7,7.4,0.492,2.6,7.5,0.345,2.7,3.8,0.707,1.7,5.5,7.2,2,1.3,1.6,2.6,2.9,17.7,,7.96,1,211,102,0
Jamal Sampson\sampsja01,2001-02,California,Pac-10,Forward,32,31,24.9,2.4,5.7,0.426,2.4,5.7,0.426,0,0,,1.6,3,0.526,2.5,4.1,6.5,1.2,0.5,1.7,1.7,2.7,6.4,,7.45,1,211,106,0
Bobby Jackson\jacksbo01,1996-97,Minnesota,Big Ten,Guard,35,,31.5,5.5,12.4,0.441,4.6,9.6,0.476,0.9,2.8,0.32,3.5,4.4,0.786,,,6.1,4,2.1,0.2,2.3,3,15.3,,9.2,2,185,83,0
Joakim Noah\noahjo01,2006-07,Florida,SEC,Center,40,40,25.9,4.3,7.1,0.607,4.3,7.1,0.606,0,0,1,3.3,5,0.663,2.6,5.9,8.4,2.3,1.1,1.8,2.5,2.3,12,,7.33,3,211,105,0
Cole Aldrich\aldrico01,2009-10,Kansas,Big 12,Center,36,36,26.8,4.1,7.4,0.562,4.1,7.4,0.562,0,0,,3,4.4,0.679,3.1,6.8,9.8,0.9,0.8,3.5,1.6,2.6,11.3,,8.25,3,211,111,0
Wesley Matthews\matthwe02,2008-09,Marquette,Big East,Guard,35,35,34,5.5,11.6,0.475,4.3,8.3,0.517,1.2,3.3,0.368,6.1,7.3,0.829,1.3,4.4,5.7,2.5,1.2,0.5,2.3,2.2,18.3,,7.87,4,196,99,0
Antonio Burks\burksan01,2003-04,Memphis,CUSA,Guard,30,30,34.3,5.9,12.4,0.474,4,7.8,0.511,1.9,4.6,0.413,2.4,3.8,0.632,0.5,2.7,3.2,5.5,2.4,0.2,2.5,2.3,16,,5.96,3,185,90,0
Jon Leuer\leuerjo01,2010-11,Wisconsin,Big Ten,Forward,34,34,33.5,6.7,14.2,0.47,5.1,9.9,0.513,1.6,4.3,0.37,3.3,3.9,0.843,1.7,5.6,7.2,1.6,0.5,0.9,1.6,2.2,18.3,,9.41,4,208,103,0
Shane Edwards\edwarsh01,2008-09,Little Rock,Sun Belt,Forward,31,31,27.2,4.3,8.9,0.487,3.8,7.1,0.536,0.5,1.8,0.291,2.7,4,0.675,1.8,3.6,5.4,1.5,0.9,0.7,2.2,2.6,11.8,,-3.72,2,201,96,0
Nigel Hayes\hayesni01,2016-17,Wisconsin,Big Ten,Forward,37,37,32.2,4.9,10.6,0.457,4.3,8.8,0.488,0.6,1.9,0.314,3.6,6.2,0.587,2.2,4.4,6.6,2.7,0.8,0.4,1.7,1.8,14,,9.4,4,203,106,0
Trevon Duval\duvaltr01,2017-18,Duke,ACC,Guard,37,34,29.8,4,9.4,0.428,3.2,6.5,0.49,0.8,2.9,0.29,1.4,2.4,0.596,0.5,1.4,2,5.6,1.5,0.1,2.8,2.4,10.3,,9.71,1,190,84,0
Marcus Williams\willima03,2005-06,UConn,Big East,Guard,23,20,33.3,3.6,8.9,0.407,2.6,6.3,0.41,1,2.6,0.4,4.1,4.7,0.862,0.8,3.1,3.9,8.6,0.9,0.2,3.7,1.7,12.3,,6.57,3,190,92,0
Jerami Grant\grantje01,2013-14,Syracuse,ACC,Forward,32,20,31.4,4.2,8.4,0.496,4.2,8.2,0.506,0,0.2,0,3.8,5.6,0.674,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,,7.25,2,203,95,0
Brandon Goodwin\goodwbr01,2017-18,Florida Gulf Coast,A-Sun,Guard,34,33,33.4,6.6,13.9,0.47,5.3,9.4,0.564,1.2,4.5,0.275,4.2,5.6,0.75,1.1,4.4,5.5,4.8,1.4,0.1,2.9,1.6,18.6,,-5.44,4,183,81,1
Josh Powell\poweljo01,2002-03,NC State,ACC,Forward,31,31,27,4.6,8.1,0.571,4.4,7.4,0.592,0.3,0.8,0.375,2.8,3.8,0.739,2.4,2.9,5.3,1,0.6,1.3,2.5,2.8,12.4,,7.56,2,206,102,0
Myles Turner\turnemy01,2014-15,Texas,Big 12,Forward,34,7,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.274,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,,9.07,1,211,108,0
Keith Bogans\boganke01,2002-03,Kentucky,SEC,Guard,36,35,29.7,5.4,11.8,0.456,3.2,6,0.528,2.2,5.8,0.383,2.7,3.6,0.738,1.1,2.7,3.8,2.7,1.2,0.1,2.2,1.7,15.7,,9.33,4,196,97,0
Jorge Gutierrez\gutiejo01,2011-12,California,Pac-12,Guard,33,33,32.2,4.8,10.7,0.444,4,8.4,0.475,0.8,2.3,0.329,2.7,3.7,0.744,1,4.3,5.3,4.1,1.2,0.1,2.4,2.4,13,,4.53,4,190,88,0
Elfrid Payton\paytoel01,2013-14,Louisiana,Sun Belt,Guard,35,34,35.9,6.8,13.3,0.509,6.4,11.8,0.541,0.4,1.5,0.259,5.3,8.6,0.609,2.3,3.7,6,5.9,2.3,0.6,3.6,2.4,19.2,,-0.28,3,190,81,0
Stromile Swift\swiftst01,1999-00,LSU,SEC,Forward,34,,29.8,6.1,10.1,0.608,5.9,9.3,0.634,0.2,0.7,0.28,3.7,6.1,0.617,,,8.2,0.9,1.5,2.8,2.4,2.6,16.2,,5.78,2,206,102,0
Marcus Derrickson\derrima01,2017-18,Georgetown,Big East,Forward,29,29,32,5.2,10.2,0.505,3.6,6.8,0.526,1.6,3.5,0.465,3.9,4.5,0.863,2.3,5.8,8.1,1.6,0.7,0.7,2.2,2.4,15.9,,5.29,3,201,113,0
Marquese Chriss\chrisma01,2015-16,Washington,Pac-12,Forward,34,34,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,2.5,2.9,5.4,0.8,0.9,1.6,2,4.1,13.7,,8.12,1,206,102,0
Kenny Satterfield\satteke01,2000-01,Cincinnati,CUSA,Guard,35,34,34.4,4.7,12,0.387,3.3,7.9,0.415,1.4,4.1,0.333,3.7,4.7,0.788,1.2,3.5,4.7,5.1,1.7,0.2,3.2,2.5,14.4,,7.84,2,188,84,0
Jabari Smith\smithja01,1999-00,LSU,SEC,Center,34,,28.5,4.6,8.3,0.553,4.2,7.3,0.579,0.4,1,0.371,2.9,4.9,0.595,,,7,2.2,0.7,1,2.6,2.5,12.5,,5.78,2,211,113,0
Juwan Howard\howarju01,1993-94,Michigan,Big Ten,Center,30,,34,8.7,15.6,0.557,8.7,15.4,0.563,0,0.2,0.143,3.4,5,0.675,,,8.9,2.4,1.5,0.7,2.6,3.3,20.8,,12.04,3,206,108,0
Earl Boykins\boykiea01,1997-98,Eastern Michigan,MAC,Guard,29,,,9.2,19.4,0.472,6.2,12.2,0.511,2.9,7.2,0.407,4.4,5.4,0.816,,,2.3,5.5,1.9,0.1,,,25.7,,2.67,4,165,61,0
Cameron Payne\payneca01,2014-15,Murray State,OVC,Guard,35,35,32.2,7,15.3,0.456,4.6,9,0.513,2.4,6.4,0.377,3.8,4.8,0.787,0.6,3.1,3.7,6,1.9,0.5,2.5,2.1,20.2,,-2.81,2,188,81,0
Donald Sloan\sloando01,2009-10,Texas A&M,Big 12,Guard,34,34,33.2,5.9,13.2,0.444,4.5,9.4,0.477,1.4,3.8,0.364,4.6,6,0.77,0.7,2.9,3.6,2.3,0.6,0.1,2.4,1.6,17.8,,9.8,4,190,92,0
Ivan Rabb\rabbiv01,2016-17,California,Pac-12,Forward,31,30,32.6,4.9,10.1,0.484,4.6,9.4,0.49,0.3,0.6,0.4,4,6,0.663,3,7.4,10.5,1.5,0.7,1,2.2,3.1,14,,6.34,2,211,99,0
Lynn Greer\greerly01,2001-02,Temple,A-10,Guard,31,31,39.7,7.3,18.1,0.404,4.2,10.1,0.417,3.1,7.9,0.386,5.5,6.4,0.873,0.6,2.5,3.1,4.2,1.7,0.2,3.4,2.1,23.2,,7.61,5,188,79,0
JaMychal Green\greenja01,2011-12,Alabama,SEC,Forward,26,22,29.2,5.2,9.6,0.546,5.2,9.2,0.561,0.1,0.4,0.2,3.4,5,0.69,2.4,5,7.4,1.8,0.7,1.5,2.7,3.2,14,,7.18,4,203,108,0
Donte DiVincenzo\divindo01,2017-18,Villanova,Big East,Guard,40,10,29.3,4.7,9.8,0.481,2.6,4.5,0.575,2.1,5.3,0.401,1.9,2.7,0.71,1.2,3.6,4.8,3.5,1.1,0.2,2,2.1,13.4,,10.24,3,196,90,0
Alex Stepheson\stephal01,2010-11,USC,Pac-10,Forward,34,34,32.9,4,7.3,0.552,4,7.3,0.552,0,0,,1.7,3.4,0.513,3.2,6,9.2,0.2,0.4,1.1,1.5,2.3,9.8,,7.96,4,206,106,1
James Webb\webbja01,2015-16,Boise State,MWC,Forward,31,31,30.5,5.7,11.5,0.494,4.8,8,0.602,0.9,3.5,0.248,3.5,5.1,0.684,2.4,6.7,9.1,1.1,1.4,0.6,1.6,3,15.8,,3.12,2,206,91,0
Jawad Williams\willija04,2004-05,UNC,ACC,Forward,37,37,24,4.8,8.9,0.541,3.7,6.1,0.616,1.1,2.8,0.381,2.4,2.9,0.813,1.5,2.5,4,1.4,0.7,0.5,1.5,1.7,13.1,,10.66,4,206,98,0
Willie Warren\warrewi01,2009-10,Oklahoma,Big 12,Guard,21,19,32.3,5,11.5,0.438,3.6,6.9,0.524,1.4,4.6,0.309,4.8,6,0.795,0.7,2.6,3.3,4.1,1,0,3.8,2.3,16.3,,7.79,2,193,90,0
Vincent Yarbrough\yarbrvi01,2001-02,Tennessee,SEC,Forward,31,31,35.4,6.3,14.7,0.425,4.3,9.4,0.462,1.9,5.4,0.359,3.6,5.3,0.687,2.3,5.3,7.5,2.8,1.9,0.8,3,1.9,18.1,,10.93,4,201,95,0
Lorenzo Brown\brownlo01,2012-13,NC State,ACC,Guard,33,32,34.2,4.2,10.1,0.419,3.6,7.8,0.465,0.6,2.3,0.263,3.3,4.2,0.771,0.7,3.7,4.3,7.2,2,0.6,3.5,2,12.4,,7.17,3,196,84,0
Demetris Nichols\nichode01,2006-07,Syracuse,Big East,Forward,35,35,34.8,6.4,14.4,0.447,3.6,7.5,0.475,2.9,6.9,0.417,3.2,3.8,0.85,1.4,4,5.4,1.5,1.4,1.1,2.2,2.1,18.9,,6.47,4,203,97,0
Andre Dawkins\dawkian01,2013-14,Duke,ACC,Guard,33,4,13.7,2.5,5.7,0.444,0.6,1.1,0.541,1.9,4.6,0.421,0.9,1.1,0.811,0.2,1.1,1.3,0.4,0.5,0.2,0.5,1.3,7.9,,8.48,4,196,97,0
John Wallace\wallajo01,1995-96,Syracuse,Big East,Forward,38,,36.3,7.7,15.8,0.489,6.7,13.4,0.501,1,2.3,0.42,5.8,7.7,0.763,,,8.7,2.4,1.2,1.7,3.2,2.5,22.2,,11.35,4,203,102,0
Adreian Payne\paynead01,2013-14,Michigan State,Big Ten,Center,31,28,28.1,5.7,11.4,0.503,4.3,8.1,0.536,1.4,3.4,0.423,3.5,4.5,0.79,1.5,5.7,7.3,1.3,0.5,0.9,2,2.6,16.4,,9.38,4,208,111,0
Rodney Carney\carnero01,2005-06,Memphis,CUSA,Forward,37,29,27.8,5.9,13.6,0.436,3.2,6.6,0.484,2.8,7.1,0.391,2.5,3.6,0.712,1.5,2.7,4.3,1.3,1.3,0.7,1.5,2.3,17.2,,4.24,4,201,92,0
Alex Kirk\kirkal01,2004-05,Washington State,Pac-10,Guard,4,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0.3,0,0,0,0.3,0,,7.39,1,178,77,0
Karl-Anthony Towns\townska01,2014-15,Kentucky,SEC,Forward,39,39,21.1,3.7,6.6,0.566,3.7,6.4,0.577,0.1,0.2,0.25,2.8,3.4,0.813,2.4,4.3,6.7,1.1,0.5,2.3,1.4,2.9,10.3,,8.67,1,211,113,0
Moritz Wagner\wagnemo01,2017-18,Michigan,Big Ten,Forward,39,39,27.6,5.5,10.5,0.528,3.9,6.4,0.614,1.6,4.1,0.394,1.9,2.8,0.694,1.5,5.7,7.1,0.8,1,0.5,1.4,3.1,14.6,,9.41,3,208,95,0
Matt Walsh\walshma01,2004-05,Florida,SEC,Forward,28,26,29.9,4.5,9.9,0.453,2,4.1,0.491,2.5,5.8,0.426,3.1,3.8,0.821,0.4,3.3,3.6,3,1,0.3,2.5,1.8,14.6,,7.12,3,198,92,0
Jordan Clarkson\clarkjo01,2013-14,Missouri,SEC,Guard,35,35,35.1,6,13.3,0.448,5.1,10.1,0.501,0.9,3.3,0.281,4.6,5.6,0.831,0.8,3,3.8,3.4,1.1,0.2,2.7,2.2,17.5,,6.86,3,196,87,1
George Hill\hillge01,2007-08,IUPUI,Summit,Guard,32,32,36.8,6.9,12.6,0.545,5.3,9.2,0.58,1.5,3.4,0.45,6.2,7.7,0.812,1.5,5.2,6.8,4.3,1.8,0.4,2.9,2.8,21.5,,-2.41,4,188,81,0
Michael Kidd-Gilchrist\kiddgmi01,2011-12,Kentucky,SEC,Forward,40,39,31.1,4,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,2.6,4.9,7.4,1.9,1,0.9,2.2,2.4,11.9,,7.93,1,201,105,0
JaKarr Sampson\sampsja02,2013-14,St. John's (NY),Big East,Forward,33,32,29,5.5,11.1,0.495,5.5,10.9,0.499,0,0.2,0.2,1.8,3.3,0.565,2.1,4.1,6.1,1.2,0.6,1,1.6,2.8,12.8,,6.56,2,206,97,0
Elden Campbell\campbel01,1989-90,Clemson,ACC,Forward,35,30,29.7,6.4,12.3,0.522,6.4,12.3,0.521,0,0,1,3.5,5.9,0.599,,,8,1.3,1.5,2.8,2.7,2.8,16.4,,6.37,4,211,97,0
Glenn Robinson\robingl01,1993-94,Purdue,Big Ten,Forward,34,34,34.3,10.8,22.4,0.483,8.5,16.3,0.522,2.3,6.1,0.38,6.3,7.9,0.796,,,10.1,1.9,1.6,0.9,4.1,2.6,30.3,,9.9,2,201,102,0
Chris Gatling\gatlich01,1990-91,Old Dominion,Sun Belt,Forward,32,30,31.3,7.8,12.7,0.62,7.8,12.6,0.621,0,0,0,5.3,7.7,0.692,,,11.1,0.8,1.9,2.7,2.8,3.2,21,,-0.24,3,208,99,0
Damian Lillard\lillada01,2011-12,Weber State,Big Sky,Guard,32,32,34.5,7.2,15.5,0.467,4.3,8.3,0.517,2.9,7.2,0.409,7.1,8,0.887,0.5,4.5,5,4,1.5,0.2,2.3,1.9,24.5,,-3.65,4,188,83,0
Cedric Ceballos\cebalce01,1989-90,Cal State Fullerton,Big West,Forward,29,28,36.9,8.5,17.6,0.485,7.4,14.2,0.523,1.1,3.3,0.323,5,7.4,0.67,,,12.5,1.7,1.6,0.5,3.2,2.4,23.1,,5.13,2,198,86,0
Art Long\longar01,1995-96,Cincinnati,CUSA,Center,33,32,24.6,3.8,8.4,0.448,3.8,8.3,0.454,0,0.1,0,1.5,2.6,0.565,,,7.8,0.6,0.8,1.5,1.5,3.1,9,,7.69,2,206,113,0
David Benoit\benoida01,1989-90,Alabama,SEC,Forward,35,29,26.3,4.5,8.7,0.515,4.2,8.1,0.519,0.3,0.6,0.45,1.3,1.7,0.767,,,6.1,0.8,0.6,0.5,1.3,2.6,10.5,,5.77,2,203,99,0
Maurice Harkless\harklma01,2011-12,St. John's (NY),Big East,Guard,32,32,36.1,6,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,,6.98,1,203,94,0
Dionte Christmas\chrisdi01,2008-09,Temple,A-10,Guard,34,34,35,6.4,15.5,0.414,3.3,6.6,0.498,3.1,8.9,0.352,3.5,4.6,0.753,1.1,4.7,5.8,2.9,1.5,0.1,2.9,2.5,19.5,,3.9,4,198,92,0
Chase Budinger\budinch01,2008-09,Arizona,Pac-10,Forward,35,35,37.6,6.3,13,0.48,4.3,8.2,0.528,1.9,4.8,0.399,3.6,4.5,0.801,1.4,4.8,6.2,3.4,1.4,0.5,2.4,1.9,18,,8.8,3,201,98,0
Aaron Jackson\jacksaa01,2008-09,Duquesne,A-10,Guard,34,34,36.7,6.7,12.1,0.554,5.4,8.7,0.613,1.4,3.4,0.405,4.5,5.5,0.809,1.8,3.7,5.5,5.7,1.6,0.1,3,1.9,19.3,,2.48,4,193,83,0
